START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
06/07/16,07:15 PM,10:15 PM,Red Sox at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",06/07/16,06/08/16,10:15 PM,01:15 AM,FALSE,TRUE,06/07/16,06:15 PM,09:15 PM,FREE,BUSY
06/08/16,07:15 PM,10:15 PM,Red Sox at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",06/08/16,06/09/16,10:15 PM,01:15 AM,FALSE,TRUE,06/08/16,06:15 PM,09:15 PM,FREE,BUSY
06/10/16,07:15 PM,10:15 PM,Dodgers at Giants,AT&T Park - San Francisco,"Local TV: NBC Bay Area ----- Local Radio: KNBR 680- KTRB 860",06/10/16,06/11/16,10:15 PM,01:15 AM,FALSE,TRUE,06/10/16,06:15 PM,09:15 PM,FREE,BUSY
06/11/16,04:15 PM,07:15 PM,Dodgers at Giants,AT&T Park - San Francisco,"Local TV: FOX ----- Local Radio: KNBR 680- KTRB 860",06/11/16,06/11/16,07:15 PM,10:15 PM,FALSE,TRUE,06/11/16,03:15 PM,06:15 PM,FREE,BUSY
06/12/16,05:30 PM,08:30 PM,Dodgers at Giants,AT&T Park - San Francisco,"Local TV: ESPN ----- Local Radio: KNBR 680- KTRB 860",06/12/16,06/12/16,08:30 PM,11:30 PM,FALSE,TRUE,06/12/16,04:30 PM,07:30 PM,FREE,BUSY
06/13/16,07:15 PM,10:15 PM,Brewers at Giants,AT&T Park - San Francisco,"Local TV: NBC Bay Area ----- Local Radio: KNBR 680- KTRB 860",06/13/16,06/14/16,10:15 PM,01:15 AM,FALSE,TRUE,06/13/16,06:15 PM,09:15 PM,FREE,BUSY
06/14/16,07:15 PM,10:15 PM,Brewers at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",06/14/16,06/15/16,10:15 PM,01:15 AM,FALSE,TRUE,06/14/16,06:15 PM,09:15 PM,FREE,BUSY
06/15/16,12:45 PM,03:45 PM,Brewers at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",06/15/16,06/15/16,03:45 PM,06:45 PM,FALSE,TRUE,06/15/16,11:45 AM,02:45 PM,FREE,BUSY
06/24/16,07:15 PM,10:15 PM,Phillies at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",06/24/16,06/25/16,10:15 PM,01:15 AM,FALSE,TRUE,06/24/16,06:15 PM,09:15 PM,FREE,BUSY
06/25/16,07:05 PM,10:05 PM,Phillies at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",06/25/16,06/26/16,10:05 PM,01:05 AM,FALSE,TRUE,06/25/16,06:05 PM,09:05 PM,FREE,BUSY
06/26/16,01:05 PM,04:05 PM,Phillies at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",06/26/16,06/26/16,04:05 PM,07:05 PM,FALSE,TRUE,06/26/16,12:05 PM,03:05 PM,FREE,BUSY
06/27/16,07:15 PM,10:15 PM,Athletics at Giants,AT&T Park - San Francisco,"Local TV: NBC Bay Area ----- Local Radio: KNBR 680- KTRB 860",06/27/16,06/28/16,10:15 PM,01:15 AM,FALSE,TRUE,06/27/16,06:15 PM,09:15 PM,FREE,BUSY
06/28/16,07:15 PM,10:15 PM,Athletics at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",06/28/16,06/29/16,10:15 PM,01:15 AM,FALSE,TRUE,06/28/16,06:15 PM,09:15 PM,FREE,BUSY
07/04/16,01:05 PM,04:05 PM,Rockies at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",07/04/16,07/04/16,04:05 PM,07:05 PM,FALSE,TRUE,07/04/16,12:05 PM,03:05 PM,FREE,BUSY
07/05/16,07:15 PM,10:15 PM,Rockies at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",07/05/16,07/06/16,10:15 PM,01:15 AM,FALSE,TRUE,07/05/16,06:15 PM,09:15 PM,FREE,BUSY
07/06/16,07:15 PM,10:15 PM,Rockies at Giants,AT&T Park - San Francisco,"Local TV: NBC Bay Area ----- Local Radio: KNBR 680- KTRB 860",07/06/16,07/07/16,10:15 PM,01:15 AM,FALSE,TRUE,07/06/16,06:15 PM,09:15 PM,FREE,BUSY
07/08/16,07:15 PM,10:15 PM,D-backs at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",07/08/16,07/09/16,10:15 PM,01:15 AM,FALSE,TRUE,07/08/16,06:15 PM,09:15 PM,FREE,BUSY
07/09/16,01:05 PM,04:05 PM,D-backs at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",07/09/16,07/09/16,04:05 PM,07:05 PM,FALSE,TRUE,07/09/16,12:05 PM,03:05 PM,FREE,BUSY
07/10/16,05:00 PM,08:00 PM,D-backs at Giants,AT&T Park - San Francisco,"Local TV: ESPN ----- Local Radio: KNBR 680- KTRB 860",07/10/16,07/10/16,08:00 PM,11:00 PM,FALSE,TRUE,07/10/16,04:00 PM,07:00 PM,FREE,BUSY
07/12/16,07:00 PM,08:00 PM,American at National,Petco Park - San Diego,"",07/12/16,07/12/16,10:00 PM,11:00 PM,FALSE,TRUE,07/12/16,06:00 PM,07:00 PM,FREE,BUSY
07/25/16,07:15 PM,10:15 PM,Reds at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",07/25/16,07/26/16,10:15 PM,01:15 AM,FALSE,TRUE,07/25/16,06:15 PM,09:15 PM,FREE,BUSY
07/26/16,07:15 PM,10:15 PM,Reds at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",07/26/16,07/27/16,10:15 PM,01:15 AM,FALSE,TRUE,07/26/16,06:15 PM,09:15 PM,FREE,BUSY
07/27/16,12:45 PM,03:45 PM,Reds at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",07/27/16,07/27/16,03:45 PM,06:45 PM,FALSE,TRUE,07/27/16,11:45 AM,02:45 PM,FREE,BUSY
07/28/16,07:15 PM,10:15 PM,Nationals at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",07/28/16,07/29/16,10:15 PM,01:15 AM,FALSE,TRUE,07/28/16,06:15 PM,09:15 PM,FREE,BUSY
07/29/16,07:15 PM,10:15 PM,Nationals at Giants,AT&T Park - San Francisco,"Local TV: NBC Bay Area ----- Local Radio: KNBR 680- KTRB 860",07/29/16,07/30/16,10:15 PM,01:15 AM,FALSE,TRUE,07/29/16,06:15 PM,09:15 PM,FREE,BUSY
07/30/16,01:05 PM,04:05 PM,Nationals at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA- FS1 ----- Local Radio: KNBR 680- KTRB 860",07/30/16,07/30/16,04:05 PM,07:05 PM,FALSE,TRUE,07/30/16,12:05 PM,03:05 PM,FREE,BUSY
07/31/16,01:05 PM,04:05 PM,Nationals at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",07/31/16,07/31/16,04:05 PM,07:05 PM,FALSE,TRUE,07/31/16,12:05 PM,03:05 PM,FREE,BUSY
08/12/16,07:15 PM,10:15 PM,Orioles at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",08/12/16,08/13/16,10:15 PM,01:15 AM,FALSE,TRUE,08/12/16,06:15 PM,09:15 PM,FREE,BUSY
08/13/16,06:05 PM,09:05 PM,Orioles at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",08/13/16,08/14/16,09:05 PM,12:05 AM,FALSE,TRUE,08/13/16,05:05 PM,08:05 PM,FREE,BUSY
08/14/16,01:05 PM,04:05 PM,Orioles at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",08/14/16,08/14/16,04:05 PM,07:05 PM,FALSE,TRUE,08/14/16,12:05 PM,03:05 PM,FREE,BUSY
08/15/16,07:15 PM,10:15 PM,Pirates at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",08/15/16,08/16/16,10:15 PM,01:15 AM,FALSE,TRUE,08/15/16,06:15 PM,09:15 PM,FREE,BUSY
08/16/16,07:15 PM,10:15 PM,Pirates at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",08/16/16,08/17/16,10:15 PM,01:15 AM,FALSE,TRUE,08/16/16,06:15 PM,09:15 PM,FREE,BUSY
08/17/16,12:45 PM,03:45 PM,Pirates at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",08/17/16,08/17/16,03:45 PM,06:45 PM,FALSE,TRUE,08/17/16,11:45 AM,02:45 PM,FREE,BUSY
08/18/16,07:15 PM,10:15 PM,Mets at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",08/18/16,08/19/16,10:15 PM,01:15 AM,FALSE,TRUE,08/18/16,06:15 PM,09:15 PM,FREE,BUSY
08/19/16,07:15 PM,10:15 PM,Mets at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",08/19/16,08/20/16,10:15 PM,01:15 AM,FALSE,TRUE,08/19/16,06:15 PM,09:15 PM,FREE,BUSY
08/20/16,01:05 PM,04:05 PM,Mets at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA- FS1 ----- Local Radio: KNBR 680- KTRB 860",08/20/16,08/20/16,04:05 PM,07:05 PM,FALSE,TRUE,08/20/16,12:05 PM,03:05 PM,FREE,BUSY
08/21/16,01:05 PM,04:05 PM,Mets at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",08/21/16,08/21/16,04:05 PM,07:05 PM,FALSE,TRUE,08/21/16,12:05 PM,03:05 PM,FREE,BUSY
08/26/16,07:15 PM,10:15 PM,Braves at Giants,AT&T Park - San Francisco,"Local TV: NBC Bay Area ----- Local Radio: KNBR 680- KTRB 860",08/26/16,08/27/16,10:15 PM,01:15 AM,FALSE,TRUE,08/26/16,06:15 PM,09:15 PM,FREE,BUSY
08/27/16,06:05 PM,09:05 PM,Braves at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",08/27/16,08/28/16,09:05 PM,12:05 AM,FALSE,TRUE,08/27/16,05:05 PM,08:05 PM,FREE,BUSY
08/28/16,01:05 PM,04:05 PM,Braves at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",08/28/16,08/28/16,04:05 PM,07:05 PM,FALSE,TRUE,08/28/16,12:05 PM,03:05 PM,FREE,BUSY
08/30/16,07:15 PM,10:15 PM,D-backs at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",08/30/16,08/31/16,10:15 PM,01:15 AM,FALSE,TRUE,08/30/16,06:15 PM,09:15 PM,FREE,BUSY
08/31/16,12:45 PM,03:45 PM,D-backs at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",08/31/16,08/31/16,03:45 PM,06:45 PM,FALSE,TRUE,08/31/16,11:45 AM,02:45 PM,FREE,BUSY
09/12/16,07:15 PM,10:15 PM,Padres at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",09/12/16,09/13/16,10:15 PM,01:15 AM,FALSE,TRUE,09/12/16,06:15 PM,09:15 PM,FREE,BUSY
09/13/16,07:15 PM,10:15 PM,Padres at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",09/13/16,09/14/16,10:15 PM,01:15 AM,FALSE,TRUE,09/13/16,06:15 PM,09:15 PM,FREE,BUSY
09/14/16,12:45 PM,03:45 PM,Padres at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",09/14/16,09/14/16,03:45 PM,06:45 PM,FALSE,TRUE,09/14/16,11:45 AM,02:45 PM,FREE,BUSY
09/15/16,07:15 PM,10:15 PM,Cardinals at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",09/15/16,09/16/16,10:15 PM,01:15 AM,FALSE,TRUE,09/15/16,06:15 PM,09:15 PM,FREE,BUSY
09/16/16,07:15 PM,10:15 PM,Cardinals at Giants,AT&T Park - San Francisco,"Local TV: NBC Bay Area ----- Local Radio: KNBR 680- KTRB 860",09/16/16,09/17/16,10:15 PM,01:15 AM,FALSE,TRUE,09/16/16,06:15 PM,09:15 PM,FREE,BUSY
09/17/16,06:05 PM,09:05 PM,Cardinals at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",09/17/16,09/18/16,09:05 PM,12:05 AM,FALSE,TRUE,09/17/16,05:05 PM,08:05 PM,FREE,BUSY
09/18/16,01:05 PM,04:05 PM,Cardinals at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",09/18/16,09/18/16,04:05 PM,07:05 PM,FALSE,TRUE,09/18/16,12:05 PM,03:05 PM,FREE,BUSY
09/27/16,07:15 PM,10:15 PM,Rockies at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",09/27/16,09/28/16,10:15 PM,01:15 AM,FALSE,TRUE,09/27/16,06:15 PM,09:15 PM,FREE,BUSY
09/28/16,07:15 PM,10:15 PM,Rockies at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",09/28/16,09/29/16,10:15 PM,01:15 AM,FALSE,TRUE,09/28/16,06:15 PM,09:15 PM,FREE,BUSY
09/29/16,07:15 PM,10:15 PM,Rockies at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",09/29/16,09/30/16,10:15 PM,01:15 AM,FALSE,TRUE,09/29/16,06:15 PM,09:15 PM,FREE,BUSY
09/30/16,07:15 PM,10:15 PM,Dodgers at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",09/30/16,10/01/16,10:15 PM,01:15 AM,FALSE,TRUE,09/30/16,06:15 PM,09:15 PM,FREE,BUSY
10/01/16,01:05 PM,04:05 PM,Dodgers at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",10/01/16,10/01/16,04:05 PM,07:05 PM,FALSE,TRUE,10/01/16,12:05 PM,03:05 PM,FREE,BUSY
10/02/16,12:05 PM,03:05 PM,Dodgers at Giants,AT&T Park - San Francisco,"Local TV: CSN-BA ----- Local Radio: KNBR 680- KTRB 860",10/02/16,10/02/16,03:05 PM,06:05 PM,FALSE,TRUE,10/02/16,11:05 AM,02:05 PM,FREE,BUSY
